TransactionID,ProductID,CustomerID,StaffID,Date,Quantity,UnitPrice,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerFeedback,DeliveryTime_min,OrderType,DayOfWeek,TotalSales
17,7,17,17,2023-01-01 16:00:00,3,18.65201955173201,South,Credit Card,False,Rainy,22.86916056556096,Excellent,Negative,27,In Store,Sunday,55.956058655196045
18,1,18,18,2023-01-01 17:00:00,4,17.120339448598294,North,Cash,False,Rainy,27.75676896285379,Excellent,Positive,15,Phone Order,Sunday,68.48135779439318
19,4,19,19,2023-01-01 18:00:00,2,8.240770475175308,South,Credit Card,True,Cloudy,33.62125530589782,Poor,Positive,30,In Store,Sunday,16.481540950350617
20,4,20,20,2023-01-01 19:00:00,1,11.999116770458238,West,Cash,True,Rainy,32.06561621206551,Poor,Positive,55,Online Order,Sunday,11.999116770458238
21,2,21,21,2023-01-01 20:00:00,2,17.25084803837817,West,Online,False,Sunny,20.987447650447308,Poor,Positive,36,Phone Order,Sunday,34.50169607675634
22,7,22,22,2023-01-01 21:00:00,5,6.010768321782837,North,Cash,False,Rainy,30.38859200116373,Average,Unknown,46,In Store,Sunday,30.053841608914187
23,2,23,23,2023-01-01 22:00:00,1,10.810888785029888,West,Credit Card,True,Rainy,28.578462836884302,Good,Positive,30,Phone Order,Sunday,10.810888785029888
24,6,24,24,2023-01-01 23:00:00,3,17.777618553109214,East,Credit Card,True,Cloudy,33.61194764519638,Poor,Neutral,29,Phone Order,Sunday,53.33285565932764
25,2,25,25,2023-01-02 00:00:00,4,11.058467962551855,East,Online,False,Rainy,21.837221252754457,Good,Neutral,56,Online Order,Monday,44.23387185020742
26,6,26,26,2023-01-02 01:00:00,2,6.1642196709716135,East,Credit Card,False,Cloudy,28.01054169806985,Excellent,Neutral,26,Phone Order,Monday,12.328439341943229
27,6,27,27,2023-01-02 02:00:00,1,13.138015527983772,East,Cash,False,Rainy,33.191940402678384,Good,Unknown,15,Online Order,Monday,13.138015527983772
28,4,28,28,2023-01-02 03:00:00,5,17.926137423774428,East,Cash,True,Sunny,26.150356801126144,Average,Unknown,31,Phone Order,Monday,89.63068711887215
29,1,29,29,2023-01-02 04:00:00,1,13.854283144297396,West,Online,False,Sunny,27.229923765993007,Average,Positive,55,Phone Order,Monday,13.854283144297396
30,2,30,30,2023-01-02 05:00:00,5,8.394186623213477,North,Credit Card,True,Cloudy,21.05691016500437,Good,Negative,42,Phone Order,Monday,41.970933116067386
31,7,31,31,2023-01-02 06:00:00,3,10.76359430206072,North,Online,True,Cloudy,24.172154606733663,Average,Positive,21,Phone Order,Monday,32.29078290618216
32,6,32,32,2023-01-02 07:00:00,4,11.751850417728985,East,Cash,True,Rainy,27.154342182681738,Average,Neutral,23,Phone Order,Monday,47.00740167091593
33,4,33,33,2023-01-02 08:00:00,3,13.688995307307902,West,Online,False,Rainy,34.1768367311733,Excellent,Positive,36,Phone Order,Monday,41.0669859219237
34,5,34,34,2023-01-02 09:00:00,2,16.390265386289194,South,Credit Card,False,Sunny,24.240010408117385,Poor,Negative,40,Online Order,Monday,32.78053077257839
35,3,35,35,2023-01-02 10:00:00,1,6.483104264609532,South,Online,False,Rainy,26.91303102904478,Average,Negative,26,Online Order,Monday,6.483104264609532
36,1,36,36,2023-01-02 11:00:00,5,18.344780495263496,West,Credit Card,True,Sunny,30.0695663534642,Poor,Positive,21,In Store,Monday,91.72390247631748
37,9,37,37,2023-01-02 12:00:00,5,5.184645545241134,East,Credit Card,False,Cloudy,27.154342182681738,Good,Positive,29,Phone Order,Monday,25.923227726205667
38,5,38,38,2023-01-02 13:00:00,1,10.550785020113828,North,Cash,True,Rainy,27.29663580712812,Good,Positive,52,Online Order,Monday,10.550785020113828
39,3,39,39,2023-01-02 14:00:00,1,5.411304649589865,West,Cash,True,Cloudy,31.078085592138613,Average,Negative,35,Phone Order,Monday,5.411304649589865
40,5,40,40,2023-01-02 15:00:00,2,10.894613380179369,South,Cash,True,Rainy,33.00282819540599,Good,Neutral,28,Phone Order,Monday,21.789226760358737
41,2,41,41,2023-01-02 16:00:00,3,12.887188983099858,South,Credit Card,True,Sunny,29.3938891199364,Excellent,Unknown,16,Online Order,Monday,38.66156694929957
42,6,42,42,2023-01-02 17:00:00,5,12.675220798722677,South,Online,True,Cloudy,30.035802729754217,Average,Neutral,22,Phone Order,Monday,63.37610399361338
43,1,43,43,2023-01-02 18:00:00,2,7.48442520542398,East,Credit Card,True,Cloudy,27.154342182681738,Average,Negative,59,Online Order,Monday,14.96885041084796
44,8,44,44,2023-01-02 19:00:00,3,14.686107651434185,South,Cash,False,Rainy,34.186647458695205,Average,Positive,20,Online Order,Monday,44.05832295430256
45,6,45,45,2023-01-02 20:00:00,2,5.671676757570023,West,Cash,True,Cloudy,21.98861116226724,Good,Positive,51,In Store,Monday,11.343353515140048
46,8,46,46,2023-01-02 21:00:00,5,16.42860230198623,West,Online,False,Sunny,27.154342182681738,Good,Negative,51,In Store,Monday,82.14301150993116
47,3,47,47,2023-01-02 22:00:00,1,19.1996665099032,South,Cash,True,Cloudy,23.972244826674785,Average,Positive,47,In Store,Monday,19.1996665099032
48,4,48,48,2023-01-02 23:00:00,1,10.096532407266768,West,Cash,False,Cloudy,34.00389715551877,Poor,Neutral,55,In Store,Monday,10.096532407266768
49,9,49,49,2023-01-03 00:00:00,3,12.758590725714978,South,Cash,False,Rainy,30.799393090542196,Good,Negative,20,Phone Order,Tuesday,38.27577217714493
50,7,50,50,2023-01-03 01:00:00,4,10.683654170882216,South,Online,False,Cloudy,31.30720569467553,Good,Negative,40,Phone Order,Tuesday,42.73461668352886
51,6,51,51,2023-01-03 02:00:00,3,5.100655854560899,North,Credit Card,False,Rainy,23.28588759589825,Average,Positive,53,In Store,Tuesday,15.301967563682698
52,1,52,52,2023-01-03 03:00:00,4,10.78811754342674,East,Cash,True,Rainy,26.64559964952741,Poor,Negative,55,Online Order,Tuesday,43.15247017370696
53,5,53,53,2023-01-03 04:00:00,2,16.875803888920196,East,Online,True,Cloudy,29.26719791883929,Average,Positive,51,Online Order,Tuesday,33.75160777784039
54,1,54,54,2023-01-03 05:00:00,2,13.939832632752228,North,Cash,True,Sunny,27.154342182681738,Good,Positive,28,Online Order,Tuesday,27.879665265504453
55,3,55,55,2023-01-03 06:00:00,5,6.518898719227384,North,Online,True,Rainy,21.559390638685844,Average,Negative,51,Online Order,Tuesday,32.594493596136914
56,8,56,56,2023-01-03 07:00:00,4,17.707092345406778,East,Cash,False,Cloudy,34.435479746817926,Average,Positive,22,Phone Order,Tuesday,70.82836938162711
57,5,57,57,2023-01-03 08:00:00,5,12.966280173278642,South,Online,False,Rainy,33.35331005831834,Average,Unknown,53,Online Order,Tuesday,64.83140086639321
58,7,58,58,2023-01-03 09:00:00,1,17.62585042617014,South,Cash,False,Sunny,27.154342182681738,Poor,Neutral,27,Online Order,Tuesday,17.62585042617014
59,7,59,59,2023-01-03 10:00:00,4,13.70332278177544,East,Credit Card,True,Sunny,32.34140364548498,Average,Positive,27,In Store,Tuesday,54.81329112710176
60,6,60,60,2023-01-03 11:00:00,3,13.395326672569098,South,Cash,False,Rainy,27.154342182681738,Good,Unknown,54,Online Order,Tuesday,40.185980017707294
61,3,61,61,2023-01-03 12:00:00,1,6.5788877779551855,North,Online,True,Sunny,26.92709722343028,Average,Positive,57,Phone Order,Tuesday,6.5788877779551855
62,4,62,62,2023-01-03 13:00:00,1,7.510395997079419,South,Cash,False,Cloudy,24.71651158717108,Poor,Neutral,42,Online Order,Tuesday,7.510395997079419
63,3,63,63,2023-01-03 14:00:00,3,19.580378847448863,South,Credit Card,False,Cloudy,28.71452879947389,Excellent,Negative,32,Online Order,Tuesday,58.7411365423466
64,8,64,64,2023-01-03 15:00:00,1,8.427301201321562,West,Cash,False,Rainy,27.154342182681738,Poor,Positive,33,Phone Order,Tuesday,8.427301201321562
65,1,65,65,2023-01-03 16:00:00,4,19.66178176985552,West,Online,False,Sunny,26.16399357444137,Average,Positive,52,In Store,Tuesday,78.64712707942208
66,7,66,66,2023-01-03 17:00:00,5,12.97869059786395,West,Online,False,Cloudy,29.438287895124382,Excellent,Positive,46,Phone Order,Tuesday,64.89345298931975
67,1,67,67,2023-01-03 18:00:00,1,7.0368357059590565,South,Credit Card,True,Cloudy,30.48969381732956,Average,Positive,36,In Store,Tuesday,7.0368357059590565
68,1,68,68,2023-01-03 19:00:00,4,6.489533041305394,East,Online,False,Cloudy,30.66682725522929,Poor,Unknown,16,Online Order,Tuesday,25.958132165221578
69,1,69,69,2023-01-03 20:00:00,2,8.1329610605861,North,Cash,True,Rainy,20.779491471967702,Excellent,Positive,27,In Store,Tuesday,16.2659221211722
70,7,70,70,2023-01-03 21:00:00,4,18.88455995038004,South,Cash,True,Rainy,27.154342182681738,Excellent,Negative,37,In Store,Tuesday,75.53823980152015
71,2,71,71,2023-01-03 22:00:00,5,11.212253364923402,East,Cash,True,Cloudy,26.87379972147572,Average,Negative,39,In Store,Tuesday,56.06126682461701
72,8,72,72,2023-01-03 23:00:00,4,10.931514019893717,South,Online,True,Cloudy,23.93624122544322,Average,Neutral,42,Online Order,Tuesday,43.72605607957486
73,8,73,73,2023-01-04 00:00:00,3,9.69809391605261,North,Cash,True,Sunny,23.626467612195224,Poor,Positive,25,In Store,Wednesday,29.09428174815783
74,5,74,74,2023-01-04 01:00:00,5,7.2059277584988255,South,Cash,True,Sunny,27.245211692659257,Average,Neutral,47,In Store,Wednesday,36.029638792494126
75,3,75,75,2023-01-04 02:00:00,2,12.317767957886096,North,Cash,True,Sunny,33.30247309203439,Excellent,Neutral,38,Online Order,Wednesday,24.635535915772195
76,3,76,76,2023-01-04 03:00:00,3,6.95071673766708,South,Credit Card,True,Rainy,25.675213725239704,Good,Unknown,16,Phone Order,Wednesday,20.85215021300124
77,9,77,77,2023-01-04 04:00:00,4,17.532203545734916,North,Online,False,Cloudy,31.24588620175315,Good,Neutral,44,Phone Order,Wednesday,70.12881418293966
78,3,78,78,2023-01-04 05:00:00,5,10.555954794129596,South,Online,False,Rainy,21.45228096480828,Poor,Negative,31,Phone Order,Wednesday,52.77977397064799
79,7,79,79,2023-01-04 06:00:00,2,10.622053516726943,North,Online,True,Cloudy,27.14085053226593,Average,Neutral,54,Online Order,Wednesday,21.24410703345389
80,4,80,80,2023-01-04 07:00:00,3,12.110096427247338,West,Credit Card,True,Sunny,34.875292105891035,Poor,Positive,48,Online Order,Wednesday,36.33028928174201
81,6,81,81,2023-01-04 08:00:00,2,11.661915697486275,South,Online,True,Sunny,31.556567041885053,Good,Neutral,52,Phone Order,Wednesday,23.32383139497255
82,9,82,82,2023-01-04 09:00:00,4,19.92286959588982,South,Credit Card,False,Sunny,23.157927326609197,Good,Negative,36,In Store,Wednesday,79.69147838355929
83,6,83,83,2023-01-04 10:00:00,2,13.180716818274538,East,Credit Card,False,Sunny,27.52162210546866,Average,Negative,19,Phone Order,Wednesday,26.36143363654908
84,8,84,84,2023-01-04 11:00:00,1,6.3230255568480604,East,Online,True,Cloudy,23.5043714547285,Excellent,Negative,54,Online Order,Wednesday,6.3230255568480604
85,6,85,85,2023-01-04 12:00:00,3,14.10316012365395,North,Cash,True,Sunny,26.14341390893764,Average,Neutral,30,In Store,Wednesday,42.30948037096185
86,6,86,86,2023-01-04 13:00:00,2,7.273764393048199,South,Cash,False,Cloudy,31.70126035602447,Good,Neutral,27,In Store,Wednesday,14.547528786096398
87,9,87,87,2023-01-04 14:00:00,4,5.46406467097013,North,Online,False,Cloudy,31.56837222935605,Excellent,Negative,40,Online Order,Wednesday,21.85625868388052
88,5,88,88,2023-01-04 15:00:00,4,19.56113230515872,West,Online,True,Rainy,23.421505668535776,Poor,Unknown,45,In Store,Wednesday,78.24452922063489
89,1,89,89,2023-01-04 16:00:00,2,16.603083373018457,East,Credit Card,True,Sunny,27.154342182681738,Good,Positive,53,Phone Order,Wednesday,33.206166746036914
90,3,90,90,2023-01-04 17:00:00,4,19.701634886206502,North,Online,True,Sunny,28.8885227414724,Poor,Neutral,37,Online Order,Wednesday,78.80653954482602
91,3,91,91,2023-01-04 18:00:00,5,12.168176720333635,North,Credit Card,True,Rainy,25.698864364430214,Excellent,Neutral,26,Online Order,Wednesday,60.84088360166818
92,7,92,92,2023-01-04 19:00:00,5,12.983862967234645,East,Online,False,Cloudy,27.52903371171291,Poor,Negative,28,Online Order,Wednesday,64.91931483617321
93,9,93,93,2023-01-04 20:00:00,5,7.525054338786953,South,Cash,False,Sunny,29.076068801566155,Good,Neutral,32,Online Order,Wednesday,37.62527169393477
94,7,94,94,2023-01-04 21:00:00,1,8.703611400013784,North,Cash,True,Cloudy,28.398357977686786,Average,Neutral,41,In Store,Wednesday,8.703611400013784
95,4,95,95,2023-01-04 22:00:00,2,17.57823822354242,East,Online,True,Rainy,27.296075533042675,Poor,Negative,42,Online Order,Wednesday,35.15647644708484
96,4,96,96,2023-01-04 23:00:00,1,10.342784706763911,South,Credit Card,True,Cloudy,27.573992061341,Good,Negative,32,Online Order,Wednesday,10.342784706763911
97,7,97,97,2023-01-05 00:00:00,4,17.402224606946284,West,Cash,False,Sunny,22.646178656418293,Good,Neutral,30,In Store,Thursday,69.60889842778514
98,9,98,98,2023-01-05 01:00:00,1,15.635205864305476,East,Credit Card,True,Cloudy,27.154342182681738,Excellent,Positive,30,Online Order,Thursday,15.635205864305476
99,7,99,99,2023-01-05 02:00:00,4,7.6575638790779825,North,Online,True,Cloudy,28.126404799115228,Good,Unknown,27,In Store,Thursday,30.63025551631193
100,3,100,100,2023-01-05 03:00:00,4,12.611695491796132,West,Online,True,Sunny,21.966197925570548,Average,Positive,43,In Store,Thursday,50.44678196718453
101,2,101,101,2023-01-05 04:00:00,3,15.160809822780752,South,Cash,False,Sunny,27.154342182681738,Average,Unknown,23,Online Order,Thursday,45.48242946834226
102,6,102,102,2023-01-05 05:00:00,5,8.525558222057377,South,Online,True,Cloudy,33.98665967566026,Poor,Positive,40,Phone Order,Thursday,42.627791110286886
103,2,103,103,2023-01-05 06:00:00,4,17.46032765780115,East,Cash,False,Cloudy,34.20960348855444,Poor,Negative,42,Online Order,Thursday,69.8413106312046
104,9,104,104,2023-01-05 07:00:00,3,13.172414863177805,East,Credit Card,True,Rainy,27.154342182681738,Poor,Negative,55,Phone Order,Thursday,39.517244589533405
105,2,105,105,2023-01-05 08:00:00,5,7.478630756639048,East,Cash,True,Sunny,22.03275310341131,Poor,Negative,27,In Store,Thursday,37.39315378319524
106,4,106,106,2023-01-05 09:00:00,4,13.744766392469035,South,Cash,True,Cloudy,27.77599439949598,Average,Neutral,50,Phone Order,Thursday,54.97906556987615
107,8,107,107,2023-01-05 10:00:00,4,19.99570706233871,West,Credit Card,False,Sunny,21.68913844023831,Excellent,Negative,23,Online Order,Thursday,79.98282824935484
108,6,108,108,2023-01-05 11:00:00,1,7.257822374951203,South,Cash,True,Rainy,34.00981127768926,Poor,Negative,28,Online Order,Thursday,7.257822374951203
109,1,109,109,2023-01-05 12:00:00,1,17.25135395179292,North,Cash,True,Cloudy,22.75369441032719,Excellent,Neutral,26,Phone Order,Thursday,17.25135395179292
110,9,110,110,2023-01-05 13:00:00,5,8.10963504781337,South,Online,False,Cloudy,23.791487899267462,Good,Neutral,46,Online Order,Thursday,40.54817523906685
111,6,111,111,2023-01-05 14:00:00,4,16.73582494190131,North,Credit Card,False,Cloudy,26.099547903274555,Good,Positive,52,Phone Order,Thursday,66.94329976760524
112,2,112,112,2023-01-05 15:00:00,2,16.0186688468212,West,Cash,False,Sunny,25.74746702838689,Poor,Neutral,17,In Store,Thursday,32.0373376936424
113,4,113,113,2023-01-05 16:00:00,1,9.507340784006486,East,Credit Card,True,Rainy,27.154342182681738,Good,Neutral,30,Phone Order,Thursday,9.507340784006486
114,5,114,114,2023-01-05 17:00:00,5,9.887346763466748,East,Credit Card,False,Sunny,26.84475230826444,Excellent,Negative,34,Phone Order,Thursday,49.43673381733375
115,1,115,115,2023-01-05 18:00:00,4,16.887820879443787,South,Cash,True,Cloudy,22.56152390005005,Excellent,Unknown,46,Phone Order,Thursday,67.55128351777515
116,6,116,116,2023-01-05 19:00:00,4,11.92168267830969,East,Online,False,Rainy,24.00814843229111,Good,Positive,37,Phone Order,Thursday,47.68673071323876
117,4,117,117,2023-01-05 20:00:00,2,15.962270430677131,West,Credit Card,False,Cloudy,27.63670077781283,Poor,Neutral,31,In Store,Thursday,31.924540861354263
118,4,118,118,2023-01-05 21:00:00,5,7.219762210487522,East,Cash,False,Cloudy,22.211808761392025,Excellent,Negative,30,In Store,Thursday,36.09881105243761
119,2,119,119,2023-01-05 22:00:00,4,17.7883667285233,South,Credit Card,True,Sunny,29.174835134690213,Excellent,Unknown,52,In Store,Thursday,71.1534669140932
120,3,120,120,2023-01-05 23:00:00,1,15.663270750234789,West,Online,True,Cloudy,28.486209598267187,Average,Negative,22,Phone Order,Thursday,15.663270750234789
121,2,121,121,2023-01-06 00:00:00,2,18.604142132522508,North,Online,True,Rainy,30.720534745733865,Poor,Negative,33,In Store,Friday,37.208284265045016
122,3,122,122,2023-01-06 01:00:00,5,6.985585685524587,South,Online,True,Cloudy,34.065569230690514,Average,Neutral,44,Online Order,Friday,34.92792842762293
123,3,123,123,2023-01-06 02:00:00,2,13.895217505408963,North,Cash,True,Cloudy,33.68381841651733,Good,Negative,48,In Store,Friday,27.79043501081793
124,1,124,124,2023-01-06 03:00:00,1,13.986808775604878,West,Cash,True,Sunny,27.154342182681738,Good,Positive,28,Phone Order,Friday,13.986808775604878
125,2,125,125,2023-01-06 04:00:00,5,10.301911108201736,South,Online,True,Rainy,23.67073395535552,Average,Positive,36,Online Order,Friday,51.50955554100868
126,5,126,126,2023-01-06 05:00:00,2,11.876996368538869,South,Cash,True,Sunny,21.97347959959032,Poor,Unknown,58,Phone Order,Friday,23.75399273707773
127,7,127,127,2023-01-06 06:00:00,3,5.569723449347802,West,Online,True,Cloudy,24.53415050744673,Excellent,Negative,31,Online Order,Friday,16.709170348043408
128,7,128,128,2023-01-06 07:00:00,1,16.18790057940518,East,Cash,False,Sunny,33.42627759149472,Good,Unknown,29,Phone Order,Friday,16.18790057940518
129,2,129,129,2023-01-06 08:00:00,1,13.239837191047611,South,Online,False,Sunny,34.58080211935233,Poor,Negative,46,Phone Order,Friday,13.239837191047611
130,2,130,130,2023-01-06 09:00:00,1,5.866115778037607,South,Credit Card,True,Sunny,32.88987426605714,Poor,Unknown,27,Online Order,Friday,5.866115778037607
131,1,131,131,2023-01-06 10:00:00,3,15.211338394407283,North,Online,True,Sunny,21.650265816913155,Good,Neutral,35,In Store,Friday,45.63401518322185
132,2,132,132,2023-01-06 11:00:00,3,12.00173115846782,East,Online,True,Cloudy,34.2114199708969,Good,Negative,54,Online Order,Friday,36.00519347540346
133,3,133,133,2023-01-06 12:00:00,4,5.516918891375,North,Cash,True,Cloudy,26.35037041026179,Poor,Neutral,47,Online Order,Friday,22.0676755655
134,4,134,134,2023-01-06 13:00:00,2,19.54411590272143,North,Cash,False,Rainy,20.139654361435305,Excellent,Negative,41,Online Order,Friday,39.08823180544286
135,4,135,135,2023-01-06 14:00:00,4,19.236682146341607,East,Cash,False,Sunny,26.635906111222905,Average,Negative,49,Online Order,Friday,76.94672858536643
136,3,136,136,2023-01-06 15:00:00,2,12.693536242207964,East,Cash,True,Sunny,20.69103754513201,Good,Positive,30,Online Order,Friday,25.387072484415928
137,9,137,137,2023-01-06 16:00:00,3,6.405086310588652,West,Cash,False,Rainy,27.154342182681738,Average,Neutral,42,Phone Order,Friday,19.21525893176596
138,3,138,138,2023-01-06 17:00:00,3,16.319318323978877,East,Cash,False,Sunny,25.07831041155577,Poor,Positive,48,Phone Order,Friday,48.95795497193663
139,5,139,139,2023-01-06 18:00:00,4,12.378966501585936,South,Credit Card,True,Rainy,27.101524003910733,Average,Unknown,15,In Store,Friday,49.51586600634374
140,8,140,140,2023-01-06 19:00:00,5,9.5367121743407,East,Online,True,Cloudy,27.154342182681738,Excellent,Unknown,55,In Store,Friday,47.6835608717035
141,6,141,141,2023-01-06 20:00:00,4,12.371272662928352,West,Online,True,Rainy,27.154342182681738,Poor,Unknown,45,Online Order,Friday,49.485090651713406
142,3,142,142,2023-01-06 21:00:00,2,12.836662181081966,West,Online,True,Sunny,29.92852364707893,Excellent,Neutral,50,In Store,Friday,25.67332436216393
143,2,143,143,2023-01-06 22:00:00,4,13.440675485335088,West,Credit Card,False,Rainy,26.510733027172712,Poor,Positive,58,In Store,Friday,53.76270194134035
144,2,144,144,2023-01-06 23:00:00,1,11.6183557048299,East,Online,True,Cloudy,32.291417805055474,Excellent,Neutral,47,Online Order,Friday,11.6183557048299
145,1,145,145,2023-01-07 00:00:00,2,14.08632954708585,East,Credit Card,False,Sunny,33.58373206359698,Poor,Neutral,47,Phone Order,Saturday,28.1726590941717
146,3,146,146,2023-01-07 01:00:00,2,18.78102065909566,North,Credit Card,True,Cloudy,21.79639949648296,Excellent,Negative,53,Phone Order,Saturday,37.56204131819132
147,1,147,147,2023-01-07 02:00:00,5,10.434021306478868,North,Credit Card,False,Cloudy,27.97899466329187,Poor,Positive,32,In Store,Saturday,52.17010653239434
148,3,148,148,2023-01-07 03:00:00,3,15.885746948299236,South,Online,True,Rainy,24.267679396136664,Excellent,Neutral,37,Phone Order,Saturday,47.65724084489771
149,6,149,149,2023-01-07 04:00:00,2,18.416788352363483,North,Credit Card,True,Cloudy,20.70591796815421,Poor,Positive,37,Phone Order,Saturday,36.833576704726966
150,8,150,150,2023-01-07 05:00:00,3,11.839689136399054,South,Online,False,Sunny,30.02820042670978,Excellent,Positive,29,In Store,Saturday,35.51906740919716
151,4,151,151,2023-01-07 06:00:00,4,11.65183754572856,West,Online,False,Cloudy,27.154342182681738,Good,Neutral,40,Online Order,Saturday,46.607350182914246
152,7,152,152,2023-01-07 07:00:00,1,14.031754780321693,North,Cash,False,Cloudy,22.44353981716091,Average,Positive,44,In Store,Saturday,14.031754780321693
153,3,153,153,2023-01-07 08:00:00,5,13.87110139133732,East,Cash,True,Rainy,32.18620486435851,Poor,Negative,39,In Store,Saturday,69.35550695668661
154,8,154,154,2023-01-07 09:00:00,3,17.098840134894154,North,Credit Card,False,Cloudy,32.800936003054126,Excellent,Negative,59,In Store,Saturday,51.29652040468246
155,4,155,155,2023-01-07 10:00:00,2,12.14725075667439,South,Credit Card,False,Rainy,33.71510663999725,Good,Negative,30,Online Order,Saturday,24.29450151334878
156,9,156,156,2023-01-07 11:00:00,3,19.941844244591618,North,Online,False,Rainy,23.979276336290788,Poor,Negative,53,Online Order,Saturday,59.82553273377485
157,6,157,157,2023-01-07 12:00:00,2,5.892073533009212,West,Credit Card,False,Sunny,27.154342182681738,Poor,Positive,59,Online Order,Saturday,11.784147066018424
158,1,158,158,2023-01-07 13:00:00,3,5.047517728710526,East,Credit Card,False,Sunny,24.809941321046484,Poor,Negative,28,Online Order,Saturday,15.142553186131575
159,1,159,159,2023-01-07 14:00:00,2,14.602974673394357,South,Online,False,Sunny,28.285070201832543,Average,Neutral,31,In Store,Saturday,29.205949346788717
160,2,160,160,2023-01-07 15:00:00,4,9.47652368542815,East,Credit Card,False,Sunny,20.75761206248423,Excellent,Negative,26,Phone Order,Saturday,37.9060947417126
161,4,161,161,2023-01-07 16:00:00,2,8.605735830492257,East,Credit Card,False,Rainy,20.658216325531157,Excellent,Neutral,43,In Store,Saturday,17.211471660984515
162,9,162,162,2023-01-07 17:00:00,2,9.678486200064206,South,Online,False,Cloudy,30.805598190983044,Poor,Neutral,46,Online Order,Saturday,19.356972400128413
163,8,163,163,2023-01-07 18:00:00,1,8.840713476574315,East,Online,True,Sunny,26.667199669666864,Poor,Negative,38,Phone Order,Saturday,8.840713476574315
164,6,164,164,2023-01-07 19:00:00,2,5.461850744906718,East,Cash,True,Sunny,23.844385630538262,Poor,Negative,27,In Store,Saturday,10.923701489813435
165,4,165,165,2023-01-07 20:00:00,1,19.57299563585883,North,Online,False,Sunny,22.856202440373654,Good,Unknown,34,Phone Order,Saturday,19.57299563585883
166,9,166,166,2023-01-07 21:00:00,5,8.311182326791727,East,Cash,True,Cloudy,30.04930236288827,Poor,Neutral,29,Online Order,Saturday,41.55591163395863
167,7,167,167,2023-01-07 22:00:00,1,16.010446438839594,East,Credit Card,True,Sunny,20.0060231603801,Average,Negative,18,Phone Order,Saturday,16.010446438839594
168,3,168,168,2023-01-07 23:00:00,4,16.43894592041263,East,Online,False,Cloudy,32.08836753795281,Excellent,Positive,48,Phone Order,Saturday,65.75578368165051
169,1,169,169,2023-01-08 00:00:00,1,18.93886097010844,East,Online,False,Rainy,21.188744091948934,Average,Negative,42,Online Order,Sunday,18.93886097010844
170,8,170,170,2023-01-08 01:00:00,5,5.4582418564007,South,Online,False,Rainy,22.87234422362179,Poor,Unknown,16,Phone Order,Sunday,27.2912092820035
